epoch,startPos,prefixLength,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss
102,3,mix,0.009300000000000004,59.01632183053733,1.8127080010274312,7.682208135070107,2.4070904071514425,31.29217529296875
102,3,3,0.009300000000000004,59.016322440962256,1.812708435313425,7.68220817479989,2.4070904071514425,31.29217529296875
102,3,4,0.009300000000000004,252.37754708265481,6.625228150564453,15.886395031052665,10.43072509765625,31.29217529296875
