epoch,startPos,prefixLength,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss
38,1,mix,0.008,173.59358627486696,4.32968397596851,13.175491879807257,4.208132157414596,677.50927734375
38,1,1,0.008,194.8559833278753,4.793000737332147,13.959082467263931,5.094054716870301,677.50927734375
38,1,2,0.008,95.2743192959174,2.5807442438256527,9.760856483727101,25.092936197916668,677.50927734375
38,1,3,0.008,20.172758223931606,1.14101210096851,4.491409380576615,169.3773193359375,677.50927734375
38,1,4,0.008,59.23874213264812,5.64101210096851,7.696670847363041,677.50927734375,677.50927734375
38,1,5,0.008,1.4984715982131226e-07,0.0003871009685099125,0.0003871009685099125,677.50927734375,677.50927734375
