epoch,startPos,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss
0,1,0.01,172.16446590793097,4.371164930402301,13.1211457543894,4.226646423339844,676.263427734375
1,1,0.01,172.16347794525188,4.369869730102392,13.121108106606389,4.197936248779297,671.6697998046875
2,1,0.01,172.1720448459988,4.370009285678928,13.121434557471176,4.197396087646484,671.5833740234375
3,1,0.01,172.15079649956988,4.368788798962913,13.120624851719901,4.19720230102539,671.5523681640625
4,1,0.01,172.1417675853785,4.369487149786792,13.12028077387746,4.197163391113281,671.546142578125
5,1,0.01,172.14875899384197,4.368703676918635,13.120547206341737,4.197354125976562,671.57666015625
6,1,0.01,172.1833605799339,4.371392941355092,13.121865743099717,4.196994781494141,671.5191650390625
7,1,0.01,172.1607759628506,4.368655479246205,13.121005143008313,4.1972911834716795,671.5665893554688
8,1,0.01,172.17267927564353,4.3700680087512875,13.121458732764568,4.196683120727539,671.4692993164062
9,1,0.01,172.18645689424702,4.371712717621693,13.12198372557469,4.197262191772461,671.5619506835938
10,1,0.01,172.13120848546478,4.370152155364671,13.119878371595705,4.1975139617919925,671.6022338867188
11,1,0.01,172.1350363275632,4.369868204810389,13.12002425026582,4.197099685668945,671.5359497070312
12,1,0.01,172.17372792287108,4.370035568286367,13.121498691950972,4.196932983398438,671.50927734375
13,1,0.01,172.1684976295178,4.369409664012892,13.121299387999565,4.196626281738281,671.460205078125
14,1,0.01,172.15757744861818,4.368302304141403,13.120883257182733,4.1970970153808596,671.5355224609375
15,1,0.01,172.1591022613163,4.368733321792606,13.12094136338229,4.19713249206543,671.5411987304688
16,1,0.01,172.1588809540997,4.368609830743314,13.120932930020627,4.196824264526367,671.4918823242188
17,1,0.01,172.14892734926232,4.368839516003546,13.12055362205659,4.196727752685547,671.4764404296875
18,1,0.01,172.1575717040521,4.368345455943416,13.120883038273456,4.1964271545410154,671.4283447265625
