modelType,embdDim,lossType,optimType,hiddenDim,startPos,trainType,layerNum,dropout,epoch,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss,modelFile,recordFile,resultFile
LSTM,2,L1Loss,Adam,5,3,mix,1,1,20,0.01,33546151.941493902,1185.9726741836855,5791.903999678681,335.6656105990783,72839.4375,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-35).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch202024-03-21(17-17-35).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,39,0.009000000000000001,33546084.71423628,1185.960924164796,5791.898196121569,335.5627160138249,72817.109375,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-45).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch392024-03-21(17-17-45).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,50,0.008,33546797.06912837,1185.983137749664,5791.959691600795,335.5475590437788,72813.8203125,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-52).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/2024-03-21(17-17-52).pth
LSTM,2,L1Loss,Adam,5,3,mix,1,1,58,0.007,33546309.0578053,1185.9945511031917,5791.917563105098,335.528081797235,72809.59375,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-56).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch582024-03-21(17-17-56).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,77,0.006,33547118.856665432,1186.0149368108293,5791.987470347759,335.5193692396313,72807.703125,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-06).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch772024-03-21(17-18-06).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,79,0.005,33547414.247926973,1186.0367236077022,5792.012970283041,335.50237615207374,72804.015625,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-08).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/2024-03-21(17-18-08).pth
LSTM,2,L1Loss,Adam,5,3,mix,1,1,96,0.004,33547370.87704814,1186.0129479515626,5792.009226257166,335.47933467741933,72799.015625,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-17).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch962024-03-21(17-18-17).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,108,0.003,33547638.511092298,1186.03380338703,5792.032329941909,335.48048675115206,72799.265625,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-23).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/2024-03-21(17-18-23).pth
LSTM,2,L1Loss,Adam,5,3,mix,1,1,115,0.002,33547865.87844273,1186.055112950516,5792.051957505451,335.4580933179723,72794.40625,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-27).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch1152024-03-21(17-18-27).csv
LSTM,2,L1Loss,Adam,5,3,mix,1,1,134,0.001,33548078.63009558,1186.0518453658326,5792.070323303713,335.4593533986175,72794.6796875,./model/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-18-37).pth,./train_record/video_actions_session_1/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos3_trainTypemix_nLayer1_dropout1/2024-03-21(17-17-23).csv2024-03-21(17-17-23).csv,./result/epoch1342024-03-21(17-18-37).csv
