modelType,embdDim,lossType,optimType,hiddenDim,startPos,trainType,layerNum,dropout,epoch,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss,modelFile,recordFile,resultFile
LSTM,2,L1Loss,Adam,5,1,mix,1,1,35,0.01,1192.8243886277671,24.78896964621746,34.537289827485985,24.318131895473158,26725.626953125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-59-23).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch352024-05-05(15-59-23).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,54,0.009000000000000001,1193.062249953444,24.78220826069177,34.54073319941897,24.289096266492265,26693.716796875,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-00-06).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch542024-05-05(16-00-06).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,73,0.008,1192.7687756218745,24.79273472541975,34.53648470272958,24.281221565059145,26685.0625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-00-49).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch732024-05-05(16-00-49).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,92,0.007,1223.5554346507201,24.71680407463494,34.97935726468856,24.295156463262057,26700.376953125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-01-32).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch922024-05-05(16-01-32).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,112,0.006,1212.0210866108134,24.72931899918338,34.814093218276035,24.268665761487718,26671.263671875,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-02-17).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch1122024-05-05(16-02-17).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,131,0.005,1210.5831067750012,24.729104541620966,34.793434822894405,24.26225723669245,26664.220703125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-03-00).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch1312024-05-05(16-03-00).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,146,0.004,1208.3048587349567,24.719088147050243,34.760679779529006,24.25527823589627,26656.55078125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-03-35).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/2024-05-05(16-03-35).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,150,0.003,1208.47258031702,24.730637549040683,34.76309221454587,24.260137056414923,26661.890625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-03-44).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch1502024-05-05(16-03-44).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,169,0.002,1207.1604389122776,24.726592227841838,34.7442144667609,24.251107185509554,26651.966796875,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-04-30).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch1692024-05-05(16-04-30).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,184,0.001,1206.118124852033,24.72853709636098,34.72921140555934,24.25171675955414,26652.63671875,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-05-04).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/2024-05-05(16-05-04).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,188,0.0009,1205.788717330862,24.72872213150485,34.72446856801213,24.248205044358507,26648.77734375,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-05-14).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch1882024-05-05(16-05-14).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,207,0.0007999999999999999,1205.0828753722767,24.726874169303198,34.71430361352906,24.24714761999545,26647.615234375,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-05-57).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch2072024-05-05(16-05-57).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,213,0.0006999999999999999,1204.1143290573166,24.727151682720347,34.70035056101475,24.24496879265241,26645.220703125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-06-10).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/2024-05-05(16-06-10).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,226,0.0005999999999999998,1203.53991314076,24.736222905223652,34.69207277089047,24.248487616583258,26649.087890625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-06-40).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch2262024-05-05(16-06-40).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,242,0.0004999999999999998,1203.0166128205665,24.734438348422618,34.684529877462175,24.2493317788899,26650.015625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-07-18).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/2024-05-05(16-07-18).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,245,0.0003999999999999998,1203.1436905230908,24.735114822195747,34.68636173661185,24.245025662534122,26645.283203125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-07-26).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch2452024-05-05(16-07-26).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,264,0.0002999999999999998,1202.5978190037567,24.726611229676312,34.67849216739039,24.24544507791174,26645.744140625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-08-09).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/epoch2642024-05-05(16-08-09).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,271,0.00019999999999999982,1202.6592435551295,24.733865844420457,34.67937778500545,24.243454632051865,26643.556640625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-08-25).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(15-57-59).csv2024-05-05(15-57-59).csv,./result/2024-05-05(16-08-25).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,38,0.01,1178.9009935290696,24.27678007942408,34.33512769058926,24.198254980895197,33248.40234375,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-15-54).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch382024-05-05(16-15-54).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,58,0.009000000000000001,1172.8170189017699,24.248245333572804,34.24641614682871,24.171050536754002,33211.0234375,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-16-56).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch582024-05-05(16-16-56).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,78,0.008,1175.1164133831348,24.22296081286031,34.27997102366241,24.155036048944687,33189.01953125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-17-56).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch782024-05-05(16-17-56).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,97,0.007,1176.7008695031718,24.220168949729416,34.30307376173703,24.14594705240175,33176.53125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-18-54).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch972024-05-05(16-18-54).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,108,0.006,1177.3161966992984,24.22328818089792,34.31204156996926,24.137190684133916,33164.5,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-19-26).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/2024-05-05(16-19-26).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,116,0.005,1175.7130471724458,24.20494746533183,34.288672286521184,24.13782751091703,33165.375,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-19-50).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch1162024-05-05(16-19-50).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,135,0.004,1175.6625682629256,24.2047138444333,34.2879361913622,24.137125295669577,33164.41015625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-20-46).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch1352024-05-05(16-20-46).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,141,0.003,1176.8948867014578,24.21237312727853,34.30590163079026,24.13451260007278,33160.8203125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-21-03).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/2024-05-05(16-21-03).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,154,0.002,1175.4147730393524,24.191478509146005,34.28432255476769,24.133054153020378,33158.81640625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-21-42).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch1542024-05-05(16-21-42).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,173,0.001,1176.2959332705932,24.204407636664417,34.297170922258196,24.130961722161572,33155.94140625,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-22-38).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch1732024-05-05(16-22-38).csv
LSTM,2,L1Loss,Adam,5,1,mix,1,1,176,0.0009,1176.4674952640235,24.210117534372216,34.29967194105541,24.135422352620086,33162.0703125,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-22-47).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/2024-05-05(16-22-47).pth
LSTM,2,L1Loss,Adam,5,1,mix,1,1,192,0.0007999999999999999,1176.285058236877,24.19949507273114,34.29701238062693,24.131422284388645,33156.57421875,./model/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-23-35).pth,./train_record/codeforces 936_13/LSTM/embdDim2_lossL1Loss_optimAdam_hiddenDim5_startPos1_trainTypemix_nLayer1_dropout1/2024-05-05(16-13-57).csv2024-05-05(16-13-57).csv,./result/epoch1922024-05-05(16-23-35).csv
