epoch,startPos,learnRate,MSE,MAE,RMSE,meanLoss,totalLoss
0,1,0.01,3914.315444082986,54.861998324743425,62.564490280693455,56.432132633587784,22177.828125
1,1,0.01,3504.5846122626967,51.0885262185275,59.199532196316355,52.60492207379135,20673.734375
2,1,0.01,3132.004041827471,47.497544986431045,55.9643104293037,48.93841444020356,19232.796875
3,1,0.01,2796.2865591900595,44.14644646734902,52.87992586218384,45.511206862277355,17885.904296875
4,1,0.01,2498.06891875139,41.119231678018664,49.98068545699819,42.375144123727736,16653.431640625
5,1,0.01,2234.2841292156013,38.43058629108198,47.26821478769429,39.56505943861323,15549.068359375
6,1,0.01,2002.8146382678906,36.071390147161004,44.75281709867984,37.07155991571247,14569.123046875
7,1,0.01,1801.095523520472,34.02269947950286,42.439315775828334,34.890861064726465,13712.1083984375
8,1,0.01,1626.043743314329,32.25076003929581,40.32423270583495,32.99748777433206,12968.0126953125
9,1,0.01,1476.579993232502,30.73782774414679,38.42629299363265,31.379681536259543,12332.21484375
10,1,0.01,1350.144501911124,29.476309405432808,36.7443125110693,30.016325739503817,11796.416015625
11,1,0.01,1245.3875706702484,28.462067789501614,35.29004917353117,28.889859653307887,11353.71484375
12,1,0.01,1159.7953922996232,27.628586533093692,34.0557688549183,27.987163048664122,10998.955078125
13,1,0.01,1091.15879609163,26.97688480338665,33.03269283742441,27.269906468670484,10717.0732421875
14,1,0.01,1037.2897808056168,26.484824748954388,32.20698341673148,26.71536309239822,10499.1376953125
15,1,0.01,996.9937223880457,26.128161946932476,31.575207400554724,26.306006977576335,10338.2607421875
16,1,0.01,968.2425812406783,25.88666256750473,31.116596556189727,26.024376789122137,10227.580078125
17,1,0.01,948.9168582016108,25.74028954843078,30.80449412344911,25.844957657442748,10157.068359375
18,1,0.01,935.3553782169188,25.645492450155395,30.58358020600137,25.733530136768447,10113.27734375
19,1,0.01,926.4699704228708,25.58979709461482,30.43796922304231,25.66477814885496,10086.2578125
20,1,0.01,921.2292787838664,25.55929436948564,30.351759072315172,25.630218272900763,10072.67578125
21,1,0.01,918.4858033191323,25.54713725200807,30.306530704109505,25.6162929389313,10067.203125
22,1,0.01,915.9255731392539,25.53427021792441,30.264262309517044,25.608254313772264,10064.0439453125
23,1,0.01,914.6410948697644,25.530270790812946,30.24303382383726,25.60219863231552,10061.6640625
24,1,0.01,914.3666495581265,25.52963110654041,30.238496152390358,25.602407363231553,10061.74609375
25,1,0.01,914.2805224068807,25.529427578954987,30.237071987989854,25.602703065362597,10061.8623046875
26,1,0.01,914.2336555600982,25.529316251928154,30.23629698822424,25.60279003657761,10061.896484375
27,1,0.01,914.2452743283959,25.529343889217184,30.23648912040543,25.602911796278626,10061.9443359375
28,1,0.01,914.2104114912676,25.5292608858359,30.235912612178048,25.602829794847327,10061.912109375
29,1,0.01,914.2246794529774,25.52929488336197,30.23614855521413,25.602919250954198,10061.947265625
30,1,0.01,914.2009915476546,25.529238419099286,30.23575683768565,25.60284718909033,10061.9189453125
31,1,0.01,914.2164777319874,25.529275345079828,30.236012927169934,25.60292670562977,10061.9501953125
32,1,0.01,914.1934568109382,25.529220436558578,30.23563223765857,25.602862098441477,10061.9248046875
33,1,0.01,914.2094519092765,25.529258597980846,30.2358967439247,25.6029366451972,10061.9541015625
34,1,0.01,914.2064776677674,25.529251505630185,30.23584755993732,25.602881977576335,10061.9326171875
35,1,0.01,914.2229118889662,25.529290673708676,30.236119325881855,25.60293416030534,10061.953125
36,1,0.009000000000000001,914.1907546043382,25.52921398480733,30.235587551829354,25.602844704198475,10061.91796875
37,1,0.009000000000000001,914.2928793379798,25.52945686349965,30.23727632142121,25.602832279739186,10061.9130859375
