who,problem,when,try,problem_len,input_len,output_len,diff,result,start_time,consume_time
tayari,B,2024-03-22 17:54:00,1,95,95,23,0,1,2024-03-22 17:35:00,19.0
tayari,C,2024-03-22 18:26:00,6,95,116,44,1,0,2024-03-22 17:54:00,32.0
tbaytukenov,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
tbaytukenov,B,2024-03-22 18:21:00,1,95,95,23,0,1,2024-03-22 17:45:00,36.0
tbcp,A,2024-03-22 18:12:00,3,139,85,21,0,1,2024-03-22 17:35:00,37.0
tbcp,B,2024-03-22 18:42:00,1,95,95,23,0,1,2024-03-22 18:12:00,30.0
tcdthz,A,2024-03-22 18:18:00,1,139,85,21,0,1,2024-03-22 17:35:00,43.0
tcdthz,B,2024-03-22 18:58:00,1,95,95,23,0,1,2024-03-22 18:18:00,40.0
td1336065617,A,2024-03-22 18:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,65.0
td1336065617,B,2024-03-22 19:13:00,1,95,95,23,0,1,2024-03-22 18:40:00,33.0
tdjey33,A,2024-03-22 17:49:00,2,139,85,21,0,1,2024-03-22 17:35:00,14.0
tdjey33,B,2024-03-22 18:21:00,5,95,95,23,0,1,2024-03-22 17:49:00,32.0
tdkhai,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
tdkhai,B,2024-03-22 18:17:00,1,95,95,23,0,1,2024-03-22 17:41:00,36.0
tdsb,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
tdsb,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:38:00,11.0
tdsb,C,2024-03-22 18:22:00,1,95,116,44,1,1,2024-03-22 17:49:00,33.0
tdsb,D,2024-03-22 18:57:00,1,115,96,25,1,1,2024-03-22 18:22:00,35.0
techie_mechie,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
techie_mechie,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:41:00,8.0
tedi1112,A,2024-03-22 17:40:00,2,139,85,21,0,1,2024-03-22 17:35:00,5.0
tedi1112,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:40:00,9.0
tedi1112,C,2024-03-22 18:17:00,2,95,116,44,1,1,2024-03-22 17:49:00,28.0
teekaytai,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
teekaytai,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:38:00,5.0
teekaytai,C,2024-03-22 17:57:00,1,95,116,44,1,1,2024-03-22 17:43:00,14.0
teekaytai,E,2024-03-22 18:33:00,1,121,128,20,2,1,2024-03-22 17:57:00,36.0
teekaytai,D,2024-03-22 18:57:00,1,115,96,25,1,1,2024-03-22 18:33:00,24.0
tejaskk.13,A,2024-03-22 18:02:00,1,139,85,21,0,1,2024-03-22 17:35:00,27.0
tejaskk.13,B,2024-03-22 19:33:00,2,95,95,23,0,0,2024-03-22 18:02:00,91.0
temp,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
temp,B,2024-03-22 17:55:00,2,95,95,23,0,1,2024-03-22 17:46:00,9.0
temp,C,2024-03-22 18:13:00,1,95,116,44,1,1,2024-03-22 17:55:00,18.0
temp,D,2024-03-22 19:23:00,1,115,96,25,1,0,2024-03-22 18:13:00,70.0
temp142857,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
temp142857,B,2024-03-22 17:58:00,3,95,95,23,0,1,2024-03-22 17:41:00,17.0
temp1967,A,2024-03-22 17:42:00,2,139,85,21,0,1,2024-03-22 17:35:00,7.0
temp1967,B,2024-03-22 18:13:00,2,95,95,23,0,1,2024-03-22 17:42:00,31.0
temp1967,C,2024-03-22 18:28:00,1,95,116,44,1,1,2024-03-22 18:13:00,15.0
temp_______________734,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
temp_______________734,B,2024-03-22 18:44:00,5,95,95,23,0,0,2024-03-22 17:45:00,59.0
tempcube69,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
tempcube69,B,2024-03-22 18:15:00,2,95,95,23,0,1,2024-03-22 17:44:00,31.0
tempcube69,C,2024-03-22 19:18:00,2,95,116,44,1,1,2024-03-22 18:15:00,63.0
tenagazaru,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
tenagazaru,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:39:00,10.0
tenagazaru,C,2024-03-22 18:07:00,1,95,116,44,1,1,2024-03-22 17:49:00,18.0
tenagazaru,D,2024-03-22 18:39:00,1,115,96,25,1,1,2024-03-22 18:07:00,32.0
tenagazaru,E,2024-03-22 19:14:00,1,121,128,20,2,1,2024-03-22 18:39:00,35.0
tenick,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
tenick,B,2024-03-22 18:13:00,1,95,95,23,0,1,2024-03-22 17:45:00,28.0
tepchik,A,2024-03-22 17:44:00,2,139,85,21,0,1,2024-03-22 17:35:00,9.0
tepchik,B,2024-03-22 17:56:00,2,95,95,23,0,1,2024-03-22 17:44:00,12.0
tepchik,C,2024-03-22 18:13:00,1,95,116,44,1,1,2024-03-22 17:56:00,17.0
tepchik,D,2024-03-22 18:55:00,1,115,96,25,1,1,2024-03-22 18:13:00,42.0
terimaakichu,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
terimaakichu,B,2024-03-22 18:16:00,5,95,95,23,0,1,2024-03-22 17:40:00,36.0
terimaakichu,C,2024-03-22 18:38:00,1,95,116,44,1,1,2024-03-22 18:16:00,22.0
termin_al,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
termin_al,B,2024-03-22 18:14:00,1,95,95,23,0,0,2024-03-22 17:47:00,27.0
terror23,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
terror23,B,2024-03-22 17:57:00,1,95,95,23,0,1,2024-03-22 17:42:00,15.0
terror23,C,2024-03-22 19:18:00,3,95,116,44,1,0,2024-03-22 17:57:00,81.0
terrorrider71,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
terrorrider71,B,2024-03-22 18:09:00,3,95,95,23,0,1,2024-03-22 17:41:00,28.0
terthojnu16,A,2024-03-22 18:12:00,2,139,85,21,0,1,2024-03-22 17:35:00,37.0
terthojnu16,B,2024-03-22 19:20:00,1,95,95,23,0,0,2024-03-22 18:12:00,68.0
tfgs,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
tfgs,B,2024-03-22 17:46:00,1,95,95,23,0,1,2024-03-22 17:41:00,5.0
tfgs,C,2024-03-22 18:56:00,1,95,116,44,1,1,2024-03-22 17:46:00,70.0
tft_grandmaster,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
tft_grandmaster,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:37:00,7.0
tft_grandmaster,C,2024-03-22 18:03:00,1,95,116,44,1,1,2024-03-22 17:44:00,19.0
tft_grandmaster,D,2024-03-22 19:21:00,2,115,96,25,1,1,2024-03-22 18:03:00,78.0
thaibeo123,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
thaibeo123,B,2024-03-22 17:59:00,1,95,95,23,0,1,2024-03-22 17:40:00,19.0
thaibeo123,C,2024-03-22 18:27:00,1,95,116,44,1,1,2024-03-22 17:59:00,28.0
thakurashishsingh2004,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
thakurashishsingh2004,B,2024-03-22 18:54:00,1,95,95,23,0,1,2024-03-22 17:44:00,70.0
thakurdevsharan2672,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
thakurdevsharan2672,B,2024-03-22 18:52:00,2,95,95,23,0,0,2024-03-22 17:47:00,65.0
thanhdno,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
thanhdno,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:38:00,12.0
thanhdno,C,2024-03-22 18:35:00,1,95,116,44,1,1,2024-03-22 17:50:00,45.0
thanhdno,D,2024-03-22 19:34:00,1,115,96,25,1,0,2024-03-22 18:35:00,59.0
tharun42,A,2024-03-22 18:26:00,2,139,85,21,0,1,2024-03-22 17:35:00,51.0
tharun42,B,2024-03-22 19:34:00,1,95,95,23,0,0,2024-03-22 18:26:00,68.0
tharunkumarb_26,A,2024-03-22 18:31:00,1,139,85,21,0,0,2024-03-22 17:35:00,56.0
tharunkumarb_26,B,2024-03-22 18:35:00,5,95,95,23,0,0,2024-03-22 18:31:00,4.0
thats_it,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
thats_it,B,2024-03-22 18:24:00,1,95,95,23,0,1,2024-03-22 17:42:00,42.0
thatsramen,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
thatsramen,B,2024-03-22 17:59:00,1,95,95,23,0,1,2024-03-22 17:38:00,21.0
thatsramen,C,2024-03-22 18:35:00,1,95,116,44,1,1,2024-03-22 17:59:00,36.0
thatsramen,D,2024-03-22 19:34:00,1,115,96,25,1,0,2024-03-22 18:35:00,59.0
thawin.ice,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
thawin.ice,B,2024-03-22 17:57:00,2,95,95,23,0,1,2024-03-22 17:45:00,12.0
thawin.ice,C,2024-03-22 18:06:00,1,95,116,44,1,1,2024-03-22 17:57:00,9.0
thawin.ice,D,2024-03-22 19:25:00,1,115,96,25,1,0,2024-03-22 18:06:00,79.0
the.real.slim.shady,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
the.real.slim.shady,B,2024-03-22 18:14:00,2,95,95,23,0,1,2024-03-22 17:43:00,31.0
the8888,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
the8888,B,2024-03-22 17:42:00,1,95,95,23,0,1,2024-03-22 17:37:00,5.0
the8888,C,2024-03-22 17:54:00,1,95,116,44,1,1,2024-03-22 17:42:00,12.0
the8888,D,2024-03-22 18:51:00,1,115,96,25,1,0,2024-03-22 17:54:00,57.0
theNewSon,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
theNewSon,B,2024-03-22 18:32:00,3,95,95,23,0,1,2024-03-22 17:44:00,48.0
theNewSon,C,2024-03-22 18:44:00,1,95,116,44,1,1,2024-03-22 18:32:00,12.0
theSaviours,A,2024-03-22 18:15:00,1,139,85,21,0,1,2024-03-22 17:35:00,40.0
theSaviours,B,2024-03-22 19:22:00,3,95,95,23,0,0,2024-03-22 18:15:00,67.0
theSavyasachi,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
theSavyasachi,B,2024-03-22 17:52:00,1,95,95,23,0,1,2024-03-22 17:39:00,13.0
theSavyasachi,C,2024-03-22 18:46:00,1,95,116,44,1,1,2024-03-22 17:52:00,54.0
theSoulExplorer,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
theSoulExplorer,B,2024-03-22 18:20:00,3,95,95,23,0,1,2024-03-22 17:44:00,36.0
the_69,A,2024-03-22 17:41:00,2,139,85,21,0,1,2024-03-22 17:35:00,6.0
the_69,B,2024-03-22 18:03:00,2,95,95,23,0,1,2024-03-22 17:41:00,22.0
the_Clan_Killer,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
the_Clan_Killer,B,2024-03-22 18:09:00,1,95,95,23,0,1,2024-03-22 17:42:00,27.0
the_Incharge,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
the_Incharge,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:48:00,18.0
the_Incharge,C,2024-03-22 18:41:00,1,95,116,44,1,1,2024-03-22 18:06:00,35.0
the_batman,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
the_batman,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:42:00,24.0
the_coder_8297,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
the_coder_8297,B,2024-03-22 18:05:00,2,95,95,23,0,1,2024-03-22 17:41:00,24.0
the_coder_8297,C,2024-03-22 18:37:00,2,95,116,44,1,1,2024-03-22 18:05:00,32.0
the_coder_8297,D,2024-03-22 19:11:00,1,115,96,25,1,0,2024-03-22 18:37:00,34.0
the_codewarrior,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
the_codewarrior,B,2024-03-22 17:52:00,1,95,95,23,0,1,2024-03-22 17:39:00,13.0
the_codewarrior,C,2024-03-22 18:56:00,1,95,116,44,1,0,2024-03-22 17:52:00,64.0
the_dawn_is_here,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
the_dawn_is_here,B,2024-03-22 18:37:00,1,95,95,23,0,1,2024-03-22 17:46:00,51.0
the_enchey,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
the_enchey,B,2024-03-22 18:12:00,1,95,95,23,0,1,2024-03-22 17:49:00,23.0
the_fool,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
the_fool,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:42:00,5.0
the_fool,C,2024-03-22 18:02:00,2,95,116,44,1,1,2024-03-22 17:47:00,15.0
the_fool,D,2024-03-22 19:22:00,7,115,96,25,1,0,2024-03-22 18:02:00,80.0
the_french_taunter,A,2024-03-22 18:00:00,1,139,85,21,0,1,2024-03-22 17:35:00,25.0
the_french_taunter,B,2024-03-22 19:10:00,1,95,95,23,0,0,2024-03-22 18:00:00,70.0
the_knuckelhead,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
the_knuckelhead,B,2024-03-22 18:13:00,1,95,95,23,0,1,2024-03-22 17:48:00,25.0
the_last_smilodon,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
the_last_smilodon,B,2024-03-22 17:47:00,2,95,95,23,0,1,2024-03-22 17:38:00,9.0
the_last_smilodon,C,2024-03-22 18:29:00,1,95,116,44,1,1,2024-03-22 17:47:00,42.0
the_narendra,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
the_narendra,B,2024-03-22 18:39:00,1,95,95,23,0,1,2024-03-22 17:50:00,49.0
the_problem,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
the_problem,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:37:00,10.0
the_problem,C,2024-03-22 18:18:00,1,95,116,44,1,1,2024-03-22 17:47:00,31.0
the_problem,D,2024-03-22 18:47:00,1,115,96,25,1,1,2024-03-22 18:18:00,29.0
the_underrated_keshav,A,2024-03-22 18:01:00,1,139,85,21,0,1,2024-03-22 17:35:00,26.0
the_underrated_keshav,B,2024-03-22 19:20:00,2,95,95,23,0,1,2024-03-22 18:01:00,79.0
thealing,C,2024-03-22 18:22:00,9,95,116,44,1,0,2024-03-22 17:35:00,47.0
thealing,D,2024-03-22 18:51:00,2,115,96,25,1,1,2024-03-22 18:22:00,29.0
thealing,E,2024-03-22 19:26:00,2,121,128,20,2,1,2024-03-22 18:51:00,35.0
theancientdevil,A,2024-03-22 17:54:00,1,139,85,21,0,1,2024-03-22 17:35:00,19.0
theancientdevil,B,2024-03-22 19:17:00,4,95,95,23,0,0,2024-03-22 17:54:00,83.0
theapexpredator_10,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
theapexpredator_10,B,2024-03-22 18:48:00,3,95,95,23,0,0,2024-03-22 17:44:00,64.0
thebiguy,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
thebiguy,B,2024-03-22 19:18:00,1,95,95,23,0,0,2024-03-22 17:48:00,90.0
theflash010,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
theflash010,B,2024-03-22 18:10:00,1,95,95,23,0,1,2024-03-22 17:43:00,27.0
theghoost,A,2024-03-22 17:52:00,1,139,85,21,0,1,2024-03-22 17:35:00,17.0
theghoost,B,2024-03-22 19:25:00,3,95,95,23,0,0,2024-03-22 17:52:00,93.0
thegopal,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
thegopal,B,2024-03-22 19:34:00,3,95,95,23,0,0,2024-03-22 17:49:00,105.0
thehmanshusingh,A,2024-03-22 17:53:00,1,139,85,21,0,1,2024-03-22 17:35:00,18.0
thehmanshusingh,B,2024-03-22 18:55:00,2,95,95,23,0,0,2024-03-22 17:53:00,62.0
thekkcpp,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
thekkcpp,B,2024-03-22 17:52:00,2,95,95,23,0,1,2024-03-22 17:41:00,11.0
thekkcpp,C,2024-03-22 18:09:00,2,95,116,44,1,1,2024-03-22 17:52:00,17.0
thekkcpp,D,2024-03-22 19:22:00,2,115,96,25,1,0,2024-03-22 18:09:00,73.0
thelonelyslay,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
thelonelyslay,B,2024-03-22 19:08:00,3,95,95,23,0,0,2024-03-22 17:41:00,87.0
thelonelyslay,C,2024-03-22 19:25:00,2,95,116,44,1,0,2024-03-22 19:08:00,17.0
thema1910,A,2024-03-22 17:57:00,3,139,85,21,0,1,2024-03-22 17:35:00,22.0
thema1910,B,2024-03-22 18:07:00,2,95,95,23,0,0,2024-03-22 17:57:00,10.0
themanviv007,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
themanviv007,B,2024-03-22 18:15:00,2,95,95,23,0,1,2024-03-22 17:39:00,36.0
thembululquazz,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
thembululquazz,C,2024-03-22 18:03:00,1,95,116,44,1,1,2024-03-22 17:37:00,26.0
thembululquazz,B,2024-03-22 18:21:00,4,95,95,23,0,1,2024-03-22 18:03:00,18.0
themehulpahuja,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
themehulpahuja,B,2024-03-22 18:46:00,1,95,95,23,0,1,2024-03-22 17:48:00,58.0
then00bprogrammer,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
then00bprogrammer,B,2024-03-22 18:07:00,3,95,95,23,0,0,2024-03-22 17:46:00,21.0
then00bprogrammer,C,2024-03-22 19:23:00,1,95,116,44,1,0,2024-03-22 18:07:00,76.0
theoneyoucrave,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
theoneyoucrave,B,2024-03-22 17:58:00,1,95,95,23,0,1,2024-03-22 17:40:00,18.0
theoriginalshyam,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
theoriginalshyam,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:40:00,16.0
thepythonprogrammer,B,2024-03-22 17:53:00,1,95,95,23,0,1,2024-03-22 17:35:00,18.0
thepythonprogrammer,A,2024-03-22 18:01:00,1,139,85,21,0,1,2024-03-22 17:53:00,8.0
theryndwn,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
theryndwn,B,2024-03-22 18:24:00,1,95,95,23,0,1,2024-03-22 17:45:00,39.0
thesachinkumar81,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
thesachinkumar81,B,2024-03-22 18:16:00,1,95,95,23,0,1,2024-03-22 17:40:00,36.0
thesachinkumar81,D,2024-03-22 19:34:00,1,115,96,25,1,0,2024-03-22 18:16:00,78.0
thesuaveguy,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
thesuaveguy,B,2024-03-22 17:50:00,2,95,95,23,0,1,2024-03-22 17:39:00,11.0
thesuaveguy,C,2024-03-22 18:32:00,1,95,116,44,1,0,2024-03-22 17:50:00,42.0
thevyomanaut,A,2024-03-22 18:19:00,2,139,85,21,0,1,2024-03-22 17:35:00,44.0
thevyomanaut,B,2024-03-22 18:36:00,1,95,95,23,0,0,2024-03-22 18:19:00,17.0
thikhaibhai,A,2024-03-22 17:43:00,2,139,85,21,0,1,2024-03-22 17:35:00,8.0
thikhaibhai,B,2024-03-22 19:26:00,8,95,95,23,0,0,2024-03-22 17:43:00,103.0
thinety,A,2024-03-22 18:06:00,2,139,85,21,0,0,2024-03-22 17:35:00,31.0
thinety,B,2024-03-22 19:02:00,2,95,95,23,0,1,2024-03-22 18:06:00,56.0
think12,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
think12,B,2024-03-22 18:25:00,1,95,95,23,0,1,2024-03-22 17:43:00,42.0
thinker_wzq,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
thinker_wzq,B,2024-03-22 18:44:00,4,95,95,23,0,1,2024-03-22 17:45:00,59.0
this_dot_god,A,2024-03-22 18:06:00,2,139,85,21,0,1,2024-03-22 17:35:00,31.0
this_dot_god,B,2024-03-22 19:06:00,2,95,95,23,0,1,2024-03-22 18:06:00,60.0
this_is_Boyolali,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
this_is_Boyolali,B,2024-03-22 17:58:00,2,95,95,23,0,1,2024-03-22 17:40:00,18.0
this_is_Boyolali,C,2024-03-22 18:52:00,1,95,116,44,1,0,2024-03-22 17:58:00,54.0
thisislike,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
thisislike,B,2024-03-22 17:42:00,2,95,95,23,0,1,2024-03-22 17:38:00,4.0
thisislike,C,2024-03-22 17:51:00,1,95,116,44,1,1,2024-03-22 17:42:00,9.0
thisislike,D,2024-03-22 18:16:00,1,115,96,25,1,1,2024-03-22 17:51:00,25.0
thotakesavachandra,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
thotakesavachandra,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:46:00,20.0
threadpool,A,2024-03-22 18:01:00,1,139,85,21,0,1,2024-03-22 17:35:00,26.0
threadpool,B,2024-03-22 19:07:00,1,95,95,23,0,0,2024-03-22 18:01:00,66.0
threebody1,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
threebody1,B,2024-03-22 19:07:00,6,95,95,23,0,0,2024-03-22 17:45:00,82.0
thtTNT,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
thtTNT,B,2024-03-22 17:52:00,1,95,95,23,0,1,2024-03-22 17:40:00,12.0
thuanduong,A,2024-03-22 18:07:00,1,139,85,21,0,1,2024-03-22 17:35:00,32.0
thuanduong,B,2024-03-22 19:34:00,3,95,95,23,0,0,2024-03-22 18:07:00,87.0
tianbincheng,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
tianbincheng,B,2024-03-22 18:02:00,1,95,95,23,0,1,2024-03-22 17:46:00,16.0
tianbincheng,C,2024-03-22 18:25:00,1,95,116,44,1,0,2024-03-22 18:02:00,23.0
tianbincheng,D,2024-03-22 19:14:00,2,115,96,25,1,1,2024-03-22 18:25:00,49.0
tianhao,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
tianhao,B,2024-03-22 18:05:00,1,95,95,23,0,1,2024-03-22 17:44:00,21.0
tien_joel,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
tien_joel,B,2024-03-22 18:30:00,3,95,95,23,0,1,2024-03-22 17:41:00,49.0
tietie,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
tietie,B,2024-03-22 19:10:00,3,95,95,23,0,1,2024-03-22 17:45:00,85.0
tiger3768,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
tiger3768,B,2024-03-22 18:02:00,1,95,95,23,0,1,2024-03-22 17:39:00,23.0
tiger_34,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
tiger_34,B,2024-03-22 17:58:00,1,95,95,23,0,1,2024-03-22 17:46:00,12.0
tiger_34,C,2024-03-22 18:40:00,1,95,116,44,1,1,2024-03-22 17:58:00,42.0
tigranmatsak_9,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
tigranmatsak_9,B,2024-03-22 18:32:00,1,95,95,23,0,1,2024-03-22 17:40:00,52.0
tih-a,A,2024-03-22 17:54:00,1,139,85,21,0,1,2024-03-22 17:35:00,19.0
tih-a,B,2024-03-22 19:06:00,3,95,95,23,0,1,2024-03-22 17:54:00,72.0
tikhon_grinev,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
tikhon_grinev,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:40:00,5.0
tikhon_grinev,C,2024-03-22 17:57:00,1,95,116,44,1,1,2024-03-22 17:45:00,12.0
tikhon_grinev,E,2024-03-22 18:49:00,5,121,128,20,2,1,2024-03-22 17:57:00,52.0
tilenn,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
tilenn,B,2024-03-22 17:48:00,2,95,95,23,0,1,2024-03-22 17:37:00,11.0
tilenn,C,2024-03-22 18:12:00,4,95,116,44,1,1,2024-03-22 17:48:00,24.0
tilenn,D,2024-03-22 19:17:00,3,115,96,25,1,1,2024-03-22 18:12:00,65.0
till_death,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
till_death,B,2024-03-22 18:14:00,1,95,95,23,0,1,2024-03-22 17:50:00,24.0
tim_lmy,B,2024-03-22 18:43:00,3,95,95,23,0,1,2024-03-22 17:35:00,68.0
tim_lmy,A,2024-03-22 18:46:00,2,139,85,21,0,1,2024-03-22 18:43:00,3.0
time_conqueror,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
time_conqueror,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:40:00,9.0
time_conqueror,C,2024-03-22 18:15:00,1,95,116,44,1,1,2024-03-22 17:49:00,26.0
timer2024,A,2024-03-22 17:58:00,2,139,85,21,0,1,2024-03-22 17:35:00,23.0
timer2024,B,2024-03-22 18:11:00,2,95,95,23,0,1,2024-03-22 17:58:00,13.0
timer2024,C,2024-03-22 18:47:00,4,95,116,44,1,0,2024-03-22 18:11:00,36.0
timid_,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
timid_,B,2024-03-22 17:55:00,2,95,95,23,0,1,2024-03-22 17:45:00,10.0
timkingteam,A,2024-03-22 17:52:00,2,139,85,21,0,1,2024-03-22 17:35:00,17.0
timkingteam,B,2024-03-22 18:10:00,1,95,95,23,0,1,2024-03-22 17:52:00,18.0
timpg18,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
timpg18,B,2024-03-22 18:23:00,1,95,95,23,0,1,2024-03-22 17:44:00,39.0
