who,problem,when,try,problem_len,input_len,output_len,diff,result,start_time,consume_time
Kurumi,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Kurumi,B,2024-03-22 17:53:00,2,95,95,23,0,1,2024-03-22 17:39:00,14.0
Kurumi,C,2024-03-22 18:43:00,2,95,116,44,1,1,2024-03-22 17:53:00,50.0
Kushagra_Trivedi,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
Kushagra_Trivedi,B,2024-03-22 18:09:00,1,95,95,23,0,1,2024-03-22 17:43:00,26.0
Kustov_Vadim_533,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
Kustov_Vadim_533,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:37:00,8.0
Kustov_Vadim_533,C,2024-03-22 18:04:00,1,95,116,44,1,1,2024-03-22 17:45:00,19.0
Kustov_Vadim_533,D,2024-03-22 19:34:00,4,115,96,25,1,0,2024-03-22 18:04:00,90.0
KuzlyaevNikita,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
KuzlyaevNikita,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:38:00,12.0
KuzlyaevNikita,C,2024-03-22 18:25:00,3,95,116,44,1,1,2024-03-22 17:50:00,35.0
KuzlyaevNikita,D,2024-03-22 19:26:00,4,115,96,25,1,0,2024-03-22 18:25:00,61.0
Kuzma_A,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
Kuzma_A,B,2024-03-22 18:15:00,1,95,95,23,0,0,2024-03-22 17:45:00,30.0
Kvazarus,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Kvazarus,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:42:00,14.0
Kvazarus,C,2024-03-22 18:46:00,2,95,116,44,1,1,2024-03-22 17:56:00,50.0
Kyrillos_Ashraf,A,2024-03-22 17:53:00,1,139,85,21,0,1,2024-03-22 17:35:00,18.0
Kyrillos_Ashraf,B,2024-03-22 18:33:00,1,95,95,23,0,1,2024-03-22 17:53:00,40.0
Kyte,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
Kyte,B,2024-03-22 17:46:00,2,95,95,23,0,1,2024-03-22 17:38:00,8.0
Kyte,C,2024-03-22 18:18:00,2,95,116,44,1,1,2024-03-22 17:46:00,32.0
Kyte,D,2024-03-22 18:50:00,2,115,96,25,1,1,2024-03-22 18:18:00,32.0
L000L,A,2024-03-22 18:24:00,2,139,85,21,0,1,2024-03-22 17:35:00,49.0
L000L,B,2024-03-22 19:24:00,3,95,95,23,0,0,2024-03-22 18:24:00,60.0
LAING2122,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LAING2122,B,2024-03-22 18:05:00,1,95,95,23,0,1,2024-03-22 17:42:00,23.0
LAKSHIT_LAVANYA_KUMAR,A,2024-03-22 17:51:00,1,139,85,21,0,1,2024-03-22 17:35:00,16.0
LAKSHIT_LAVANYA_KUMAR,B,2024-03-22 19:05:00,1,95,95,23,0,1,2024-03-22 17:51:00,74.0
LALALa11,A,2024-03-22 18:14:00,4,139,85,21,0,1,2024-03-22 17:35:00,39.0
LALALa11,B,2024-03-22 19:19:00,3,95,95,23,0,0,2024-03-22 18:14:00,65.0
LAODIE,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
LAODIE,B,2024-03-22 18:33:00,5,95,95,23,0,1,2024-03-22 17:47:00,46.0
LAODIE,C,2024-03-22 19:03:00,1,95,116,44,1,1,2024-03-22 18:33:00,30.0
LAY,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
LAY,B,2024-03-22 18:14:00,2,95,95,23,0,1,2024-03-22 17:47:00,27.0
LAY,C,2024-03-22 18:22:00,2,95,116,44,1,1,2024-03-22 18:14:00,8.0
LAY,D,2024-03-22 19:26:00,1,115,96,25,1,1,2024-03-22 18:22:00,64.0
LA_plumaLOVE,A,2024-03-22 18:18:00,2,139,85,21,0,1,2024-03-22 17:35:00,43.0
LA_plumaLOVE,B,2024-03-22 19:21:00,1,95,95,23,0,1,2024-03-22 18:18:00,63.0
LEFt_bank,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LEFt_bank,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:42:00,8.0
LEFt_bank,C,2024-03-22 18:36:00,1,95,116,44,1,1,2024-03-22 17:50:00,46.0
LEFt_bank,D,2024-03-22 18:57:00,1,115,96,25,1,1,2024-03-22 18:36:00,21.0
LEFt_bank,E,2024-03-22 19:34:00,1,121,128,20,2,0,2024-03-22 18:57:00,37.0
LEGENDRAB,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
LEGENDRAB,B,2024-03-22 18:14:00,1,95,95,23,0,1,2024-03-22 17:43:00,31.0
LEGENDRAB,C,2024-03-22 19:25:00,4,95,116,44,1,0,2024-03-22 18:14:00,71.0
LETTERA,A,2024-03-22 17:58:00,1,139,85,21,0,1,2024-03-22 17:35:00,23.0
LETTERA,B,2024-03-22 19:21:00,1,95,95,23,0,1,2024-03-22 17:58:00,83.0
LJC_ok,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LJC_ok,B,2024-03-22 17:55:00,3,95,95,23,0,1,2024-03-22 17:42:00,13.0
LJC_ok,C,2024-03-22 18:01:00,1,95,116,44,1,1,2024-03-22 17:55:00,6.0
LJC_ok,D,2024-03-22 19:02:00,2,115,96,25,1,1,2024-03-22 18:01:00,61.0
LLGM,A,2024-03-22 17:52:00,2,139,85,21,0,1,2024-03-22 17:35:00,17.0
LLGM,B,2024-03-22 17:55:00,2,95,95,23,0,1,2024-03-22 17:52:00,3.0
LLGM,C,2024-03-22 18:07:00,1,95,116,44,1,1,2024-03-22 17:55:00,12.0
LLGM,D,2024-03-22 19:08:00,2,115,96,25,1,1,2024-03-22 18:07:00,61.0
LLight,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
LLight,B,2024-03-22 18:19:00,1,95,95,23,0,0,2024-03-22 17:40:00,39.0
LQ1120241921,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
LQ1120241921,B,2024-03-22 17:51:00,1,95,95,23,0,1,2024-03-22 17:40:00,11.0
LQ1120241921,C,2024-03-22 18:04:00,1,95,116,44,1,1,2024-03-22 17:51:00,13.0
LQ1120241921,D,2024-03-22 19:15:00,3,115,96,25,1,1,2024-03-22 18:04:00,71.0
LU_Hridoy,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
LU_Hridoy,B,2024-03-22 18:01:00,1,95,95,23,0,1,2024-03-22 17:40:00,21.0
LU_Hridoy,C,2024-03-22 18:58:00,1,95,116,44,1,1,2024-03-22 18:01:00,57.0
LUlululu1616,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
LUlululu1616,B,2024-03-22 17:53:00,3,95,95,23,0,1,2024-03-22 17:38:00,15.0
LUlululu1616,C,2024-03-22 18:02:00,1,95,116,44,1,1,2024-03-22 17:53:00,9.0
LUlululu1616,D,2024-03-22 18:48:00,2,115,96,25,1,0,2024-03-22 18:02:00,46.0
LYNGIS,A,2024-03-22 17:59:00,1,139,85,21,0,1,2024-03-22 17:35:00,24.0
LYNGIS,B,2024-03-22 18:40:00,4,95,95,23,0,0,2024-03-22 17:59:00,41.0
L_ikarik,A,2024-03-22 17:57:00,1,139,85,21,0,1,2024-03-22 17:35:00,22.0
L_ikarik,B,2024-03-22 19:02:00,3,95,95,23,0,1,2024-03-22 17:57:00,65.0
L_ty,A,2024-03-22 17:57:00,1,139,85,21,0,1,2024-03-22 17:35:00,22.0
L_ty,B,2024-03-22 18:20:00,1,95,95,23,0,1,2024-03-22 17:57:00,23.0
LaLeii,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
LaLeii,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:40:00,9.0
LaLeii,C,2024-03-22 18:12:00,1,95,116,44,1,1,2024-03-22 17:49:00,23.0
Labib_,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
Labib_,B,2024-03-22 18:10:00,1,95,95,23,0,0,2024-03-22 17:43:00,27.0
Labib_tc,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
Labib_tc,B,2024-03-22 19:22:00,3,95,95,23,0,0,2024-03-22 17:41:00,101.0
Laboratory,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
Laboratory,B,2024-03-22 18:22:00,1,95,95,23,0,0,2024-03-22 17:46:00,36.0
Lackofgod,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Lackofgod,B,2024-03-22 17:55:00,2,95,95,23,0,1,2024-03-22 17:42:00,13.0
Lackofgod,C,2024-03-22 18:20:00,2,95,116,44,1,1,2024-03-22 17:55:00,25.0
Lackofgod,D,2024-03-22 18:54:00,1,115,96,25,1,1,2024-03-22 18:20:00,34.0
Lackofgod,E,2024-03-22 19:34:00,1,121,128,20,2,0,2024-03-22 18:54:00,40.0
LadyMaria,A,2024-03-22 18:20:00,1,139,85,21,0,1,2024-03-22 17:35:00,45.0
LadyMaria,B,2024-03-22 18:22:00,1,95,95,23,0,1,2024-03-22 18:20:00,2.0
LadyMaria,C,2024-03-22 19:09:00,1,95,116,44,1,1,2024-03-22 18:22:00,47.0
Lafcadio,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
Lafcadio,B,2024-03-22 18:04:00,3,95,95,23,0,1,2024-03-22 17:43:00,21.0
Lafcadio,C,2024-03-22 18:23:00,3,95,116,44,1,1,2024-03-22 18:04:00,19.0
LakshayKumar,A,2024-03-22 18:29:00,2,139,85,21,0,1,2024-03-22 17:35:00,54.0
LakshayKumar,B,2024-03-22 18:54:00,3,95,95,23,0,0,2024-03-22 18:29:00,25.0
Lakshya2004,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
Lakshya2004,B,2024-03-22 18:43:00,2,95,95,23,0,1,2024-03-22 17:44:00,59.0
Lalic,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Lalic,B,2024-03-22 17:56:00,2,95,95,23,0,1,2024-03-22 17:39:00,17.0
Lalic,C,2024-03-22 18:04:00,1,95,116,44,1,1,2024-03-22 17:56:00,8.0
Lalic,D,2024-03-22 18:51:00,1,115,96,25,1,1,2024-03-22 18:04:00,47.0
LambertClark,A,2024-03-22 17:58:00,1,139,85,21,0,1,2024-03-22 17:35:00,23.0
LambertClark,B,2024-03-22 19:21:00,2,95,95,23,0,1,2024-03-22 17:58:00,83.0
Lanzy,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
Lanzy,B,2024-03-22 17:55:00,1,95,95,23,0,1,2024-03-22 17:45:00,10.0
Lanzy,C,2024-03-22 18:32:00,3,95,116,44,1,1,2024-03-22 17:55:00,37.0
Lanzy,D,2024-03-22 19:13:00,1,115,96,25,1,0,2024-03-22 18:32:00,41.0
LastToAC,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
LastToAC,B,2024-03-22 18:12:00,1,95,95,23,0,1,2024-03-22 17:45:00,27.0
LastToAC,C,2024-03-22 19:11:00,1,95,116,44,1,0,2024-03-22 18:12:00,59.0
Lauane,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Lauane,B,2024-03-22 17:55:00,1,95,95,23,0,1,2024-03-22 17:42:00,13.0
Lauane,C,2024-03-22 19:33:00,5,95,116,44,1,0,2024-03-22 17:55:00,98.0
LaughGW,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
LaughGW,B,2024-03-22 18:25:00,2,95,95,23,0,1,2024-03-22 17:46:00,39.0
LaughingBuddha,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
LaughingBuddha,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:39:00,8.0
Lavy,A,2024-03-22 17:58:00,1,139,85,21,0,1,2024-03-22 17:35:00,23.0
Lavy,B,2024-03-22 18:55:00,1,95,95,23,0,1,2024-03-22 17:58:00,57.0
Lawliet188,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
Lawliet188,B,2024-03-22 18:16:00,1,95,95,23,0,1,2024-03-22 17:46:00,30.0
Layk,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Layk,B,2024-03-22 17:51:00,1,95,95,23,0,1,2024-03-22 17:42:00,9.0
Layk,C,2024-03-22 18:21:00,5,95,116,44,1,1,2024-03-22 17:51:00,30.0
Layn,C,2024-03-22 17:50:00,1,95,116,44,1,1,2024-03-22 17:35:00,15.0
Layn,B,2024-03-22 18:05:00,2,95,95,23,0,1,2024-03-22 17:50:00,15.0
Layn,A,2024-03-22 18:10:00,1,139,85,21,0,1,2024-03-22 18:05:00,5.0
LazyMan05,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
LazyMan05,B,2024-03-22 19:17:00,1,95,95,23,0,0,2024-03-22 17:50:00,87.0
Lcaokai,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
Lcaokai,B,2024-03-22 18:20:00,1,95,95,23,0,1,2024-03-22 17:48:00,32.0
LeHuynhDuc,A,2024-03-22 17:46:00,3,139,85,21,0,1,2024-03-22 17:35:00,11.0
LeHuynhDuc,B,2024-03-22 17:54:00,2,95,95,23,0,1,2024-03-22 17:46:00,8.0
LeNcyer,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
LeNcyer,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:38:00,11.0
LeNcyer,C,2024-03-22 18:13:00,1,95,116,44,1,1,2024-03-22 17:49:00,24.0
Learner0001,A,2024-03-22 18:32:00,1,139,85,21,0,1,2024-03-22 17:35:00,57.0
Learner0001,B,2024-03-22 18:33:00,1,95,95,23,0,1,2024-03-22 18:32:00,1.0
LearnerARTHAS,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
LearnerARTHAS,B,2024-03-22 18:09:00,1,95,95,23,0,1,2024-03-22 17:48:00,21.0
LearnerARTHAS,C,2024-03-22 18:28:00,1,95,116,44,1,1,2024-03-22 18:09:00,19.0
LearnerARTHAS,D,2024-03-22 19:15:00,1,115,96,25,1,1,2024-03-22 18:28:00,47.0
Lee1509,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
Lee1509,B,2024-03-22 19:03:00,5,95,95,23,0,1,2024-03-22 17:46:00,77.0
Lee7sin,A,2024-03-22 18:04:00,2,139,85,21,0,1,2024-03-22 17:35:00,29.0
Lee7sin,B,2024-03-22 19:22:00,1,95,95,23,0,1,2024-03-22 18:04:00,78.0
LeeMinHoon,A,2024-03-22 17:40:00,2,139,85,21,0,1,2024-03-22 17:35:00,5.0
LeeMinHoon,B,2024-03-22 18:26:00,2,95,95,23,0,0,2024-03-22 17:40:00,46.0
LeeShoW,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
LeeShoW,B,2024-03-22 17:58:00,2,95,95,23,0,1,2024-03-22 17:43:00,15.0
LeeShoW,D,2024-03-22 18:23:00,1,115,96,25,1,0,2024-03-22 17:58:00,25.0
Leeda,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Leeda,B,2024-03-22 18:00:00,1,95,95,23,0,1,2024-03-22 17:40:00,20.0
Leeda,C,2024-03-22 18:20:00,1,95,116,44,1,1,2024-03-22 18:00:00,20.0
Leeda,D,2024-03-22 19:33:00,2,115,96,25,1,0,2024-03-22 18:20:00,73.0
LeftPlatformer,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
LeftPlatformer,B,2024-03-22 18:52:00,3,95,95,23,0,1,2024-03-22 17:44:00,68.0
Legend_of_Azkaban,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
Legend_of_Azkaban,C,2024-03-22 18:24:00,1,95,116,44,1,1,2024-03-22 17:41:00,43.0
Legend_of_Azkaban,B,2024-03-22 18:48:00,4,95,95,23,0,0,2024-03-22 18:24:00,24.0
LegendaryGrandmasterLjm,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
LegendaryGrandmasterLjm,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:38:00,5.0
LegendaryGrandmasterLjm,C,2024-03-22 17:44:00,1,95,116,44,1,1,2024-03-22 17:43:00,1.0
LegendaryGrandmasterLjm,E,2024-03-22 17:49:00,1,121,128,20,2,1,2024-03-22 17:44:00,5.0
LegendaryGrandmasterLjm,D,2024-03-22 17:56:00,1,115,96,25,1,1,2024-03-22 17:49:00,7.0
LegendaryGrandmasterLjm,F,2024-03-22 18:40:00,3,93,136,15,2,1,2024-03-22 17:56:00,44.0
Legendary_Ambition,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
Legendary_Ambition,B,2024-03-22 18:11:00,2,95,95,23,0,1,2024-03-22 17:43:00,28.0
Legendary_Ambition,C,2024-03-22 19:34:00,1,95,116,44,1,0,2024-03-22 18:11:00,83.0
Lehe,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
Lehe,B,2024-03-22 17:48:00,1,95,95,23,0,1,2024-03-22 17:38:00,10.0
Lehe,C,2024-03-22 18:02:00,1,95,116,44,1,1,2024-03-22 17:48:00,14.0
Lehe,D,2024-03-22 18:36:00,1,115,96,25,1,1,2024-03-22 18:02:00,34.0
Lekhagar,A,2024-03-22 18:05:00,4,139,85,21,0,1,2024-03-22 17:35:00,30.0
Lekhagar,B,2024-03-22 18:47:00,1,95,95,23,0,1,2024-03-22 18:05:00,42.0
Lemon__zx,A,2024-03-22 17:53:00,1,139,85,21,0,1,2024-03-22 17:35:00,18.0
Lemon__zx,B,2024-03-22 18:53:00,1,95,95,23,0,1,2024-03-22 17:53:00,60.0
Lemonrange,C,2024-03-22 17:47:00,1,95,116,44,1,1,2024-03-22 17:35:00,12.0
Lemonrange,B,2024-03-22 17:54:00,2,95,95,23,0,1,2024-03-22 17:47:00,7.0
Lemonrange,A,2024-03-22 18:15:00,2,139,85,21,0,1,2024-03-22 17:54:00,21.0
Lemonrange,D,2024-03-22 18:48:00,2,115,96,25,1,0,2024-03-22 18:15:00,33.0
Leningrad_Sniper,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
Leningrad_Sniper,B,2024-03-22 18:27:00,1,95,95,23,0,1,2024-03-22 17:50:00,37.0
Leo25Darklight,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
Leo25Darklight,B,2024-03-22 18:44:00,3,95,95,23,0,0,2024-03-22 17:47:00,57.0
Leo_0503,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
Leo_0503,B,2024-03-22 17:54:00,1,95,95,23,0,1,2024-03-22 17:48:00,6.0
Leo_0503,C,2024-03-22 18:16:00,1,95,116,44,1,1,2024-03-22 17:54:00,22.0
Leo_0503,D,2024-03-22 19:05:00,1,115,96,25,1,1,2024-03-22 18:16:00,49.0
Leo_Pranav,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
Leo_Pranav,B,2024-03-22 18:20:00,1,95,95,23,0,1,2024-03-22 17:46:00,34.0
Leo_wang,D,2024-03-22 18:01:00,2,115,96,25,1,1,2024-03-22 17:35:00,26.0
Leo_wang,C,2024-03-22 18:37:00,1,95,116,44,1,1,2024-03-22 18:01:00,36.0
Leo_wang,B,2024-03-22 18:50:00,2,95,95,23,0,1,2024-03-22 18:37:00,13.0
Leo_wang,A,2024-03-22 18:56:00,1,139,85,21,0,1,2024-03-22 18:50:00,6.0
Leonard,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Leonard,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:39:00,10.0
Leonard,C,2024-03-22 18:06:00,1,95,116,44,1,1,2024-03-22 17:49:00,17.0
Leonard,D,2024-03-22 18:33:00,1,115,96,25,1,0,2024-03-22 18:06:00,27.0
Leonardo16,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
Leonardo16,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:37:00,6.0
Leonardo16,C,2024-03-22 18:01:00,1,95,116,44,1,1,2024-03-22 17:43:00,18.0
Leonardo16,D,2024-03-22 18:42:00,2,115,96,25,1,0,2024-03-22 18:01:00,41.0
Leonardo_Paes,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Leonardo_Paes,B,2024-03-22 18:00:00,2,95,95,23,0,1,2024-03-22 17:39:00,21.0
Leonardo_Paes,C,2024-03-22 18:58:00,1,95,116,44,1,1,2024-03-22 18:00:00,58.0
Leonardo_Toral,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
Leonardo_Toral,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:38:00,18.0
Leonardo_Toral,C,2024-03-22 18:15:00,1,95,116,44,1,1,2024-03-22 17:56:00,19.0
LeonidR,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LeonidR,B,2024-03-22 18:07:00,3,95,95,23,0,1,2024-03-22 17:42:00,25.0
LeonidR,E,2024-03-22 19:05:00,1,121,128,20,2,1,2024-03-22 18:07:00,58.0
LeowN,A,2024-03-22 17:51:00,1,139,85,21,0,1,2024-03-22 17:35:00,16.0
LeowN,B,2024-03-22 18:34:00,3,95,95,23,0,1,2024-03-22 17:51:00,43.0
LeowN,C,2024-03-22 19:34:00,1,95,116,44,1,0,2024-03-22 18:34:00,60.0
LesXgb,A,2024-03-22 17:54:00,2,139,85,21,0,1,2024-03-22 17:35:00,19.0
LesXgb,B,2024-03-22 18:39:00,1,95,95,23,0,1,2024-03-22 17:54:00,45.0
LessThanExpert,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
LessThanExpert,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:41:00,9.0
LessThanExpert,C,2024-03-22 18:58:00,1,95,116,44,1,1,2024-03-22 17:50:00,68.0
LeticiaFCS,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LeticiaFCS,B,2024-03-22 17:52:00,1,95,95,23,0,1,2024-03-22 17:42:00,10.0
LeticiaFCS,C,2024-03-22 18:38:00,3,95,116,44,1,1,2024-03-22 17:52:00,46.0
Lets_GO_3,A,2024-03-22 17:53:00,4,139,85,21,0,1,2024-03-22 17:35:00,18.0
Lets_GO_3,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:53:00,13.0
Lets_GO_3,C,2024-03-22 18:43:00,1,95,116,44,1,1,2024-03-22 18:06:00,37.0
LeviFTW,A,2024-03-22 18:23:00,1,139,85,21,0,1,2024-03-22 17:35:00,48.0
LeviFTW,B,2024-03-22 19:18:00,2,95,95,23,0,1,2024-03-22 18:23:00,55.0
Leviafahn,A,2024-03-22 18:30:00,8,139,85,21,0,1,2024-03-22 17:35:00,55.0
Leviafahn,B,2024-03-22 18:50:00,1,95,95,23,0,1,2024-03-22 18:30:00,20.0
Levisa,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Levisa,B,2024-03-22 19:25:00,5,95,95,23,0,0,2024-03-22 17:42:00,103.0
LiFar,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
LiFar,B,2024-03-22 18:44:00,2,95,95,23,0,1,2024-03-22 17:42:00,62.0
Li_Naraka,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
Li_Naraka,B,2024-03-22 18:41:00,2,95,95,23,0,1,2024-03-22 17:45:00,56.0
Liar_Dancer,A,2024-03-22 17:37:00,2,139,85,21,0,1,2024-03-22 17:35:00,2.0
Liar_Dancer,B,2024-03-22 17:40:00,1,95,95,23,0,1,2024-03-22 17:37:00,3.0
Liar_Dancer,C,2024-03-22 17:47:00,1,95,116,44,1,1,2024-03-22 17:40:00,7.0
Liar_Dancer,D,2024-03-22 18:10:00,1,115,96,25,1,1,2024-03-22 17:47:00,23.0
Liar_Dancer,E,2024-03-22 18:38:00,2,121,128,20,2,1,2024-03-22 18:10:00,28.0
LightHouse1,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
LightHouse1,B,2024-03-22 18:08:00,1,95,95,23,0,1,2024-03-22 17:49:00,19.0
LightYT,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
LightYT,B,2024-03-22 18:57:00,6,95,95,23,0,1,2024-03-22 17:41:00,76.0
LighteningDrago,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
LighteningDrago,B,2024-03-22 18:57:00,5,95,95,23,0,0,2024-03-22 17:45:00,72.0
LikeDreaming,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
LikeDreaming,B,2024-03-22 18:08:00,2,95,95,23,0,1,2024-03-22 17:50:00,18.0
LikyoDood,A,2024-03-22 18:24:00,2,139,85,21,0,1,2024-03-22 17:35:00,49.0
LikyoDood,B,2024-03-22 18:35:00,2,95,95,23,0,1,2024-03-22 18:24:00,11.0
LilBunnyKing,B,2024-03-22 18:32:00,1,95,95,23,0,1,2024-03-22 17:35:00,57.0
LilBunnyKing,A,2024-03-22 18:44:00,1,139,85,21,0,1,2024-03-22 18:32:00,12.0
LilyWhite,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
LilyWhite,B,2024-03-22 17:53:00,1,95,95,23,0,1,2024-03-22 17:41:00,12.0
LilyWhite,C,2024-03-22 19:34:00,4,95,116,44,1,0,2024-03-22 17:53:00,101.0
LilyaSpb,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
LilyaSpb,B,2024-03-22 18:56:00,1,95,95,23,0,1,2024-03-22 17:47:00,69.0
Lincito_31,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
Lincito_31,B,2024-03-22 18:08:00,1,95,95,23,0,1,2024-03-22 17:44:00,24.0
LincolnYe,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
LincolnYe,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:40:00,5.0
LincolnYe,C,2024-03-22 17:59:00,1,95,116,44,1,1,2024-03-22 17:45:00,14.0
LincolnYe,D,2024-03-22 19:25:00,6,115,96,25,1,0,2024-03-22 17:59:00,86.0
Lincredible,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Lincredible,B,2024-03-22 18:23:00,1,95,95,23,0,1,2024-03-22 17:39:00,44.0
